record_id,hospital_id,hospital_name,week_start_date,blood_type,component_type,quantity_issued,month,trend_index
1416,1,Toril District Hospital,17/03/2025,A-,PRBC,2,3,64
1417,1,Toril District Hospital,24/03/2025,A-,PRBC,3,3,65
1418,1,Toril District Hospital,31/03/2025,A-,PRBC,2,3,66
1419,1,Toril District Hospital,07/04/2025,A-,PRBC,2,4,67
1420,1,Toril District Hospital,14/04/2025,A-,PRBC,2,4,68
1421,1,Toril District Hospital,21/04/2025,A-,PRBC,2,4,69
1422,1,Toril District Hospital,28/04/2025,A-,PRBC,2,4,70
1423,1,Toril District Hospital,05/05/2025,A-,PRBC,2,5,71
1424,1,Toril District Hospital,12/05/2025,A-,PRBC,2,5,72
1425,1,Toril District Hospital,19/05/2025,A-,PRBC,2,5,73
1426,1,Toril District Hospital,26/05/2025,A-,PRBC,2,5,74
1427,1,Toril District Hospital,02/06/2025,A-,PRBC,2,6,75
1428,1,Toril District Hospital,09/06/2025,A-,PRBC,3,6,76
1429,1,Toril District Hospital,16/06/2025,A-,PRBC,2,6,77
1430,1,Toril District Hospital,23/06/2025,A-,PRBC,3,6,78
1431,1,Toril District Hospital,30/06/2025,A-,PRBC,2,6,79
1432,1,Toril District Hospital,07/07/2025,A-,PRBC,2,7,80
1433,1,Toril District Hospital,14/07/2025,A-,PRBC,2,7,81
1434,1,Toril District Hospital,21/07/2025,A-,PRBC,2,7,82
1435,1,Toril District Hospital,28/07/2025,A-,PRBC,2,7,83
1436,1,Toril District Hospital,04/08/2025,A-,PRBC,2,8,84
1437,1,Toril District Hospital,11/08/2025,A-,PRBC,2,8,85
1438,1,Toril District Hospital,18/08/2025,A-,PRBC,3,8,86
1439,1,Toril District Hospital,25/08/2025,A-,PRBC,2,8,87
1440,1,Toril District Hospital,01/09/2025,A-,PRBC,2,9,88
1441,1,Toril District Hospital,08/09/2025,A-,PRBC,2,9,89
1442,1,Toril District Hospital,15/09/2025,A-,PRBC,2,9,90
1443,1,Toril District Hospital,22/09/2025,A-,PRBC,2,9,91
1444,1,Toril District Hospital,29/09/2025,A-,PRBC,2,9,92
1445,1,Toril District Hospital,06/10/2025,A-,PRBC,2,10,93
1446,1,Toril District Hospital,13/10/2025,A-,PRBC,2,10,94
1447,1,Toril District Hospital,20/10/2025,A-,PRBC,2,10,95
1448,1,Toril District Hospital,27/10/2025,A-,PRBC,2,10,96
1449,1,Toril District Hospital,03/11/2025,A-,PRBC,2,11,97
1450,1,Toril District Hospital,10/11/2025,A-,PRBC,2,11,98
1451,1,Toril District Hospital,17/11/2025,A-,PRBC,2,11,99
1452,1,Toril District Hospital,24/11/2025,A-,PRBC,2,11,100
1453,1,Toril District Hospital,01/12/2025,A-,PRBC,3,12,101
1454,1,Toril District Hospital,08/12/2025,A-,PRBC,3,12,102
1455,1,Toril District Hospital,15/12/2025,A-,PRBC,3,12,103
1456,1,Toril District Hospital,22/12/2025,A-,PRBC,2,12,104
1457,1,Toril District Hospital,01/01/2024,A-,Platelet Concentrate,1,1,1
1458,1,Toril District Hospital,08/01/2024,A-,Platelet Concentrate,1,1,2
1459,1,Toril District Hospital,15/01/2024,A-,Platelet Concentrate,0,1,3
1460,1,Toril District Hospital,22/01/2024,A-,Platelet Concentrate,1,1,4
1461,1,Toril District Hospital,29/01/2024,A-,Platelet Concentrate,1,1,5
1462,1,Toril District Hospital,05/02/2024,A-,Platelet Concentrate,0,2,6
1463,1,Toril District Hospital,12/02/2024,A-,Platelet Concentrate,0,2,7
1464,1,Toril District Hospital,19/02/2024,A-,Platelet Concentrate,0,2,8
1465,1,Toril District Hospital,26/02/2024,A-,Platelet Concentrate,0,2,9
1466,1,Toril District Hospital,04/03/2024,A-,Platelet Concentrate,1,3,10
1467,1,Toril District Hospital,11/03/2024,A-,Platelet Concentrate,1,3,11
1468,1,Toril District Hospital,18/03/2024,A-,Platelet Concentrate,1,3,12
1469,1,Toril District Hospital,25/03/2024,A-,Platelet Concentrate,1,3,13
1470,1,Toril District Hospital,01/04/2024,A-,Platelet Concentrate,0,4,14
1471,1,Toril District Hospital,08/04/2024,A-,Platelet Concentrate,1,4,15
1472,1,Toril District Hospital,15/04/2024,A-,Platelet Concentrate,1,4,16
1473,1,Toril District Hospital,22/04/2024,A-,Platelet Concentrate,0,4,17
1474,1,Toril District Hospital,29/04/2024,A-,Platelet Concentrate,1,4,18
1475,1,Toril District Hospital,06/05/2024,A-,Platelet Concentrate,1,5,19
1476,1,Toril District Hospital,13/05/2024,A-,Platelet Concentrate,0,5,20
1477,1,Toril District Hospital,20/05/2024,A-,Platelet Concentrate,1,5,21
1478,1,Toril District Hospital,27/05/2024,A-,Platelet Concentrate,0,5,22
1479,1,Toril District Hospital,03/06/2024,A-,Platelet Concentrate,1,6,23
1480,1,Toril District Hospital,10/06/2024,A-,Platelet Concentrate,0,6,24
1481,1,Toril District Hospital,17/06/2024,A-,Platelet Concentrate,0,6,25
1482,1,Toril District Hospital,24/06/2024,A-,Platelet Concentrate,1,6,26
1483,1,Toril District Hospital,01/07/2024,A-,Platelet Concentrate,1,7,27
1484,1,Toril District Hospital,08/07/2024,A-,Platelet Concentrate,0,7,28
1485,1,Toril District Hospital,15/07/2024,A-,Platelet Concentrate,1,7,29
1486,1,Toril District Hospital,22/07/2024,A-,Platelet Concentrate,1,7,30
1487,1,Toril District Hospital,29/07/2024,A-,Platelet Concentrate,0,7,31
1488,1,Toril District Hospital,05/08/2024,A-,Platelet Concentrate,0,8,32
1489,1,Toril District Hospital,12/08/2024,A-,Platelet Concentrate,1,8,33
1490,1,Toril District Hospital,19/08/2024,A-,Platelet Concentrate,0,8,34
1491,1,Toril District Hospital,26/08/2024,A-,Platelet Concentrate,1,8,35
1492,1,Toril District Hospital,02/09/2024,A-,Platelet Concentrate,1,9,36
1493,1,Toril District Hospital,09/09/2024,A-,Platelet Concentrate,0,9,37
1494,1,Toril District Hospital,16/09/2024,A-,Platelet Concentrate,0,9,38
1495,1,Toril District Hospital,23/09/2024,A-,Platelet Concentrate,1,9,39
1496,1,Toril District Hospital,30/09/2024,A-,Platelet Concentrate,1,9,40
1497,1,Toril District Hospital,07/10/2024,A-,Platelet Concentrate,1,10,41
1498,1,Toril District Hospital,14/10/2024,A-,Platelet Concentrate,0,10,42
1499,1,Toril District Hospital,21/10/2024,A-,Platelet Concentrate,0,10,43
1500,1,Toril District Hospital,28/10/2024,A-,Platelet Concentrate,1,10,44
1501,1,Toril District Hospital,04/11/2024,A-,Platelet Concentrate,1,11,45
1502,1,Toril District Hospital,11/11/2024,A-,Platelet Concentrate,0,11,46
1503,1,Toril District Hospital,18/11/2024,A-,Platelet Concentrate,1,11,47
1504,1,Toril District Hospital,25/11/2024,A-,Platelet Concentrate,1,11,48
1505,1,Toril District Hospital,02/12/2024,A-,Platelet Concentrate,1,12,49
1506,1,Toril District Hospital,09/12/2024,A-,Platelet Concentrate,0,12,50
1507,1,Toril District Hospital,16/12/2024,A-,Platelet Concentrate,0,12,51
1508,1,Toril District Hospital,23/12/2024,A-,Platelet Concentrate,0,12,52
1509,1,Toril District Hospital,30/12/2024,A-,Platelet Concentrate,1,12,53
1510,1,Toril District Hospital,06/01/2025,A-,Platelet Concentrate,0,1,54
1511,1,Toril District Hospital,13/01/2025,A-,Platelet Concentrate,1,1,55
1512,1,Toril District Hospital,20/01/2025,A-,Platelet Concentrate,1,1,56
1513,1,Toril District Hospital,27/01/2025,A-,Platelet Concentrate,0,1,57
1514,1,Toril District Hospital,03/02/2025,A-,Platelet Concentrate,0,2,58
1515,1,Toril District Hospital,10/02/2025,A-,Platelet Concentrate,1,2,59
1516,1,Toril District Hospital,17/02/2025,A-,Platelet Concentrate,0,2,60
1517,1,Toril District Hospital,24/02/2025,A-,Platelet Concentrate,0,2,61
1518,1,Toril District Hospital,03/03/2025,A-,Platelet Concentrate,0,3,62
1519,1,Toril District Hospital,10/03/2025,A-,Platelet Concentrate,1,3,63
1520,1,Toril District Hospital,17/03/2025,A-,Platelet Concentrate,1,3,64
1521,1,Toril District Hospital,24/03/2025,A-,Platelet Concentrate,0,3,65
1522,1,Toril District Hospital,31/03/2025,A-,Platelet Concentrate,0,3,66
1523,1,Toril District Hospital,07/04/2025,A-,Platelet Concentrate,1,4,67
1524,1,Toril District Hospital,14/04/2025,A-,Platelet Concentrate,0,4,68
1525,1,Toril District Hospital,21/04/2025,A-,Platelet Concentrate,1,4,69
1526,1,Toril District Hospital,28/04/2025,A-,Platelet Concentrate,0,4,70
1527,1,Toril District Hospital,05/05/2025,A-,Platelet Concentrate,0,5,71
1528,1,Toril District Hospital,12/05/2025,A-,Platelet Concentrate,0,5,72
1529,1,Toril District Hospital,19/05/2025,A-,Platelet Concentrate,0,5,73
1530,1,Toril District Hospital,26/05/2025,A-,Platelet Concentrate,0,5,74
1531,1,Toril District Hospital,02/06/2025,A-,Platelet Concentrate,1,6,75
1532,1,Toril District Hospital,09/06/2025,A-,Platelet Concentrate,1,6,76
1533,1,Toril District Hospital,16/06/2025,A-,Platelet Concentrate,0,6,77
1534,1,Toril District Hospital,23/06/2025,A-,Platelet Concentrate,1,6,78
1535,1,Toril District Hospital,30/06/2025,A-,Platelet Concentrate,1,6,79
1536,1,Toril District Hospital,07/07/2025,A-,Platelet Concentrate,1,7,80
1537,1,Toril District Hospital,14/07/2025,A-,Platelet Concentrate,1,7,81
1538,1,Toril District Hospital,21/07/2025,A-,Platelet Concentrate,0,7,82
1539,1,Toril District Hospital,28/07/2025,A-,Platelet Concentrate,0,7,83
1540,1,Toril District Hospital,04/08/2025,A-,Platelet Concentrate,1,8,84
1541,1,Toril District Hospital,11/08/2025,A-,Platelet Concentrate,1,8,85
1542,1,Toril District Hospital,18/08/2025,A-,Platelet Concentrate,0,8,86
1543,1,Toril District Hospital,25/08/2025,A-,Platelet Concentrate,1,8,87
1544,1,Toril District Hospital,01/09/2025,A-,Platelet Concentrate,1,9,88
1545,1,Toril District Hospital,08/09/2025,A-,Platelet Concentrate,1,9,89
1546,1,Toril District Hospital,15/09/2025,A-,Platelet Concentrate,1,9,90
1547,1,Toril District Hospital,22/09/2025,A-,Platelet Concentrate,1,9,91
1548,1,Toril District Hospital,29/09/2025,A-,Platelet Concentrate,1,9,92
1549,1,Toril District Hospital,06/10/2025,A-,Platelet Concentrate,1,10,93
1550,1,Toril District Hospital,13/10/2025,A-,Platelet Concentrate,1,10,94
1551,1,Toril District Hospital,20/10/2025,A-,Platelet Concentrate,0,10,95
1552,1,Toril District Hospital,27/10/2025,A-,Platelet Concentrate,0,10,96
1553,1,Toril District Hospital,03/11/2025,A-,Platelet Concentrate,1,11,97
1554,1,Toril District Hospital,10/11/2025,A-,Platelet Concentrate,0,11,98
1555,1,Toril District Hospital,17/11/2025,A-,Platelet Concentrate,1,11,99
1556,1,Toril District Hospital,24/11/2025,A-,Platelet Concentrate,1,11,100
1557,1,Toril District Hospital,01/12/2025,A-,Platelet Concentrate,1,12,101
1558,1,Toril District Hospital,08/12/2025,A-,Platelet Concentrate,0,12,102
1559,1,Toril District Hospital,15/12/2025,A-,Platelet Concentrate,0,12,103
1560,1,Toril District Hospital,22/12/2025,A-,Platelet Concentrate,1,12,104
1561,1,Toril District Hospital,01/01/2024,A-,FFP,1,1,1
1562,1,Toril District Hospital,08/01/2024,A-,FFP,0,1,2
1563,1,Toril District Hospital,15/01/2024,A-,FFP,0,1,3
1564,1,Toril District Hospital,22/01/2024,A-,FFP,1,1,4
1565,1,Toril District Hospital,29/01/2024,A-,FFP,1,1,5
1566,1,Toril District Hospital,05/02/2024,A-,FFP,1,2,6
1567,1,Toril District Hospital,12/02/2024,A-,FFP,1,2,7
1568,1,Toril District Hospital,19/02/2024,A-,FFP,1,2,8
1569,1,Toril District Hospital,26/02/2024,A-,FFP,1,2,9
1570,1,Toril District Hospital,04/03/2024,A-,FFP,1,3,10
1571,1,Toril District Hospital,11/03/2024,A-,FFP,0,3,11
1572,1,Toril District Hospital,18/03/2024,A-,FFP,1,3,12
1573,1,Toril District Hospital,25/03/2024,A-,FFP,1,3,13
1574,1,Toril District Hospital,01/04/2024,A-,FFP,1,4,14
1575,1,Toril District Hospital,08/04/2024,A-,FFP,0,4,15
1576,1,Toril District Hospital,15/04/2024,A-,FFP,1,4,16
1577,1,Toril District Hospital,22/04/2024,A-,FFP,1,4,17
1578,1,Toril District Hospital,29/04/2024,A-,FFP,0,4,18
1579,1,Toril District Hospital,06/05/2024,A-,FFP,1,5,19
1580,1,Toril District Hospital,13/05/2024,A-,FFP,1,5,20
1581,1,Toril District Hospital,20/05/2024,A-,FFP,0,5,21
1582,1,Toril District Hospital,27/05/2024,A-,FFP,0,5,22
1583,1,Toril District Hospital,03/06/2024,A-,FFP,0,6,23
1584,1,Toril District Hospital,10/06/2024,A-,FFP,0,6,24
1585,1,Toril District Hospital,17/06/2024,A-,FFP,1,6,25
1586,1,Toril District Hospital,24/06/2024,A-,FFP,0,6,26
1587,1,Toril District Hospital,01/07/2024,A-,FFP,1,7,27
1588,1,Toril District Hospital,08/07/2024,A-,FFP,1,7,28
1589,1,Toril District Hospital,15/07/2024,A-,FFP,1,7,29
1590,1,Toril District Hospital,22/07/2024,A-,FFP,0,7,30
1591,1,Toril District Hospital,29/07/2024,A-,FFP,1,7,31
1592,1,Toril District Hospital,05/08/2024,A-,FFP,0,8,32
1593,1,Toril District Hospital,12/08/2024,A-,FFP,1,8,33
1594,1,Toril District Hospital,19/08/2024,A-,FFP,1,8,34
1595,1,Toril District Hospital,26/08/2024,A-,FFP,1,8,35
1596,1,Toril District Hospital,02/09/2024,A-,FFP,1,9,36
1597,1,Toril District Hospital,09/09/2024,A-,FFP,0,9,37
1598,1,Toril District Hospital,16/09/2024,A-,FFP,1,9,38
1599,1,Toril District Hospital,23/09/2024,A-,FFP,1,9,39
1600,1,Toril District Hospital,30/09/2024,A-,FFP,0,9,40
1601,1,Toril District Hospital,07/10/2024,A-,FFP,1,10,41
1602,1,Toril District Hospital,14/10/2024,A-,FFP,1,10,42
1603,1,Toril District Hospital,21/10/2024,A-,FFP,0,10,43
1604,1,Toril District Hospital,28/10/2024,A-,FFP,0,10,44
1605,1,Toril District Hospital,04/11/2024,A-,FFP,0,11,45
1606,1,Toril District Hospital,11/11/2024,A-,FFP,1,11,46
1607,1,Toril District Hospital,18/11/2024,A-,FFP,0,11,47
1608,1,Toril District Hospital,25/11/2024,A-,FFP,0,11,48
1609,1,Toril District Hospital,02/12/2024,A-,FFP,1,12,49
1610,1,Toril District Hospital,09/12/2024,A-,FFP,1,12,50
1611,1,Toril District Hospital,16/12/2024,A-,FFP,1,12,51
1612,1,Toril District Hospital,23/12/2024,A-,FFP,1,12,52
1613,1,Toril District Hospital,30/12/2024,A-,FFP,1,12,53
1614,1,Toril District Hospital,06/01/2025,A-,FFP,1,1,54
1615,1,Toril District Hospital,13/01/2025,A-,FFP,0,1,55
1616,1,Toril District Hospital,20/01/2025,A-,FFP,1,1,56
1617,1,Toril District Hospital,27/01/2025,A-,FFP,1,1,57
1618,1,Toril District Hospital,03/02/2025,A-,FFP,0,2,58
1619,1,Toril District Hospital,10/02/2025,A-,FFP,1,2,59
1620,1,Toril District Hospital,17/02/2025,A-,FFP,1,2,60
1621,1,Toril District Hospital,24/02/2025,A-,FFP,1,2,61
1622,1,Toril District Hospital,03/03/2025,A-,FFP,1,3,62
1623,1,Toril District Hospital,10/03/2025,A-,FFP,0,3,63
1624,1,Toril District Hospital,17/03/2025,A-,FFP,1,3,64
1625,1,Toril District Hospital,24/03/2025,A-,FFP,1,3,65
1626,1,Toril District Hospital,31/03/2025,A-,FFP,1,3,66
1627,1,Toril District Hospital,07/04/2025,A-,FFP,0,4,67
1628,1,Toril District Hospital,14/04/2025,A-,FFP,1,4,68
1629,1,Toril District Hospital,21/04/2025,A-,FFP,1,4,69
1630,1,Toril District Hospital,28/04/2025,A-,FFP,1,4,70
1631,1,Toril District Hospital,05/05/2025,A-,FFP,0,5,71
1632,1,Toril District Hospital,12/05/2025,A-,FFP,0,5,72
1633,1,Toril District Hospital,19/05/2025,A-,FFP,1,5,73
1634,1,Toril District Hospital,26/05/2025,A-,FFP,1,5,74
1635,1,Toril District Hospital,02/06/2025,A-,FFP,1,6,75
1636,1,Toril District Hospital,09/06/2025,A-,FFP,1,6,76
1637,1,Toril District Hospital,16/06/2025,A-,FFP,0,6,77
1638,1,Toril District Hospital,23/06/2025,A-,FFP,1,6,78
1639,1,Toril District Hospital,30/06/2025,A-,FFP,1,6,79
1640,1,Toril District Hospital,07/07/2025,A-,FFP,1,7,80
1641,1,Toril District Hospital,14/07/2025,A-,FFP,1,7,81
1642,1,Toril District Hospital,21/07/2025,A-,FFP,1,7,82
1643,1,Toril District Hospital,28/07/2025,A-,FFP,1,7,83
1644,1,Toril District Hospital,04/08/2025,A-,FFP,1,8,84
1645,1,Toril District Hospital,11/08/2025,A-,FFP,0,8,85
1646,1,Toril District Hospital,18/08/2025,A-,FFP,1,8,86
1647,1,Toril District Hospital,25/08/2025,A-,FFP,1,8,87
1648,1,Toril District Hospital,01/09/2025,A-,FFP,0,9,88
1649,1,Toril District Hospital,08/09/2025,A-,FFP,1,9,89
1650,1,Toril District Hospital,15/09/2025,A-,FFP,1,9,90
1651,1,Toril District Hospital,22/09/2025,A-,FFP,1,9,91
1652,1,Toril District Hospital,29/09/2025,A-,FFP,1,9,92
1653,1,Toril District Hospital,06/10/2025,A-,FFP,1,10,93
1654,1,Toril District Hospital,13/10/2025,A-,FFP,0,10,94
1655,1,Toril District Hospital,20/10/2025,A-,FFP,1,10,95
1656,1,Toril District Hospital,27/10/2025,A-,FFP,1,10,96
1657,1,Toril District Hospital,03/11/2025,A-,FFP,1,11,97
1658,1,Toril District Hospital,10/11/2025,A-,FFP,1,11,98
1659,1,Toril District Hospital,17/11/2025,A-,FFP,0,11,99
1660,1,Toril District Hospital,24/11/2025,A-,FFP,1,11,100
1661,1,Toril District Hospital,01/12/2025,A-,FFP,1,12,101
1662,1,Toril District Hospital,08/12/2025,A-,FFP,2,12,102
1663,1,Toril District Hospital,15/12/2025,A-,FFP,1,12,103
1664,1,Toril District Hospital,22/12/2025,A-,FFP,0,12,104
1665,1,Toril District Hospital,01/01/2024,B+,PRBC,6,1,1
1666,1,Toril District Hospital,08/01/2024,B+,PRBC,7,1,2
1667,1,Toril District Hospital,15/01/2024,B+,PRBC,9,1,3
1668,1,Toril District Hospital,22/01/2024,B+,PRBC,8,1,4
1669,1,Toril District Hospital,29/01/2024,B+,PRBC,8,1,5
1670,1,Toril District Hospital,05/02/2024,B+,PRBC,9,2,6
1671,1,Toril District Hospital,12/02/2024,B+,PRBC,6,2,7
1672,1,Toril District Hospital,19/02/2024,B+,PRBC,7,2,8
1673,1,Toril District Hospital,26/02/2024,B+,PRBC,7,2,9
1674,1,Toril District Hospital,04/03/2024,B+,PRBC,7,3,10
1675,1,Toril District Hospital,11/03/2024,B+,PRBC,6,3,11
1676,1,Toril District Hospital,18/03/2024,B+,PRBC,7,3,12
1677,1,Toril District Hospital,25/03/2024,B+,PRBC,7,3,13
1678,1,Toril District Hospital,01/04/2024,B+,PRBC,7,4,14
1679,1,Toril District Hospital,08/04/2024,B+,PRBC,7,4,15
1680,1,Toril District Hospital,15/04/2024,B+,PRBC,8,4,16
1681,1,Toril District Hospital,22/04/2024,B+,PRBC,9,4,17
1682,1,Toril District Hospital,29/04/2024,B+,PRBC,9,4,18
1683,1,Toril District Hospital,06/05/2024,B+,PRBC,8,5,19
1684,1,Toril District Hospital,13/05/2024,B+,PRBC,6,5,20
1685,1,Toril District Hospital,20/05/2024,B+,PRBC,7,5,21
1686,1,Toril District Hospital,27/05/2024,B+,PRBC,7,5,22
1687,1,Toril District Hospital,03/06/2024,B+,PRBC,7,6,23
1688,1,Toril District Hospital,10/06/2024,B+,PRBC,8,6,24
1689,1,Toril District Hospital,17/06/2024,B+,PRBC,6,6,25
1690,1,Toril District Hospital,24/06/2024,B+,PRBC,9,6,26
1691,1,Toril District Hospital,01/07/2024,B+,PRBC,9,7,27
1692,1,Toril District Hospital,08/07/2024,B+,PRBC,8,7,28
1693,1,Toril District Hospital,15/07/2024,B+,PRBC,7,7,29
1694,1,Toril District Hospital,22/07/2024,B+,PRBC,9,7,30
1695,1,Toril District Hospital,29/07/2024,B+,PRBC,8,7,31
1696,1,Toril District Hospital,05/08/2024,B+,PRBC,9,8,32
1697,1,Toril District Hospital,12/08/2024,B+,PRBC,7,8,33
1698,1,Toril District Hospital,19/08/2024,B+,PRBC,9,8,34
1699,1,Toril District Hospital,26/08/2024,B+,PRBC,9,8,35
1700,1,Toril District Hospital,02/09/2024,B+,PRBC,8,9,36
1701,1,Toril District Hospital,09/09/2024,B+,PRBC,9,9,37
1702,1,Toril District Hospital,16/09/2024,B+,PRBC,7,9,38
1703,1,Toril District Hospital,23/09/2024,B+,PRBC,6,9,39
1704,1,Toril District Hospital,30/09/2024,B+,PRBC,8,9,40
1705,1,Toril District Hospital,07/10/2024,B+,PRBC,7,10,41
1706,1,Toril District Hospital,14/10/2024,B+,PRBC,7,10,42
1707,1,Toril District Hospital,21/10/2024,B+,PRBC,9,10,43
1708,1,Toril District Hospital,28/10/2024,B+,PRBC,8,10,44
1709,1,Toril District Hospital,04/11/2024,B+,PRBC,8,11,45
1710,1,Toril District Hospital,11/11/2024,B+,PRBC,7,11,46
1711,1,Toril District Hospital,18/11/2024,B+,PRBC,8,11,47
1712,1,Toril District Hospital,25/11/2024,B+,PRBC,8,11,48
1713,1,Toril District Hospital,02/12/2024,B+,PRBC,9,12,49
1714,1,Toril District Hospital,09/12/2024,B+,PRBC,8,12,50
1715,1,Toril District Hospital,16/12/2024,B+,PRBC,10,12,51
1716,1,Toril District Hospital,23/12/2024,B+,PRBC,10,12,52
1717,1,Toril District Hospital,30/12/2024,B+,PRBC,9,12,53
1718,1,Toril District Hospital,06/01/2025,B+,PRBC,7,1,54
1719,1,Toril District Hospital,13/01/2025,B+,PRBC,7,1,55
1720,1,Toril District Hospital,20/01/2025,B+,PRBC,7,1,56
1721,1,Toril District Hospital,27/01/2025,B+,PRBC,7,1,57
1722,1,Toril District Hospital,03/02/2025,B+,PRBC,7,2,58
1723,1,Toril District Hospital,10/02/2025,B+,PRBC,8,2,59
1724,1,Toril District Hospital,17/02/2025,B+,PRBC,8,2,60
1725,1,Toril District Hospital,24/02/2025,B+,PRBC,8,2,61
1726,1,Toril District Hospital,03/03/2025,B+,PRBC,7,3,62
1727,1,Toril District Hospital,10/03/2025,B+,PRBC,7,3,63
1728,1,Toril District Hospital,17/03/2025,B+,PRBC,8,3,64
1729,1,Toril District Hospital,24/03/2025,B+,PRBC,5,3,65
1730,1,Toril District Hospital,31/03/2025,B+,PRBC,8,3,66
1731,1,Toril District Hospital,07/04/2025,B+,PRBC,8,4,67
1732,1,Toril District Hospital,14/04/2025,B+,PRBC,8,4,68
1733,1,Toril District Hospital,21/04/2025,B+,PRBC,7,4,69
1734,1,Toril District Hospital,28/04/2025,B+,PRBC,6,4,70
1735,1,Toril District Hospital,05/05/2025,B+,PRBC,8,5,71
1736,1,Toril District Hospital,12/05/2025,B+,PRBC,6,5,72
1737,1,Toril District Hospital,19/05/2025,B+,PRBC,9,5,73
1738,1,Toril District Hospital,26/05/2025,B+,PRBC,8,5,74
1739,1,Toril District Hospital,02/06/2025,B+,PRBC,9,6,75
1740,1,Toril District Hospital,09/06/2025,B+,PRBC,6,6,76
1741,1,Toril District Hospital,16/06/2025,B+,PRBC,7,6,77
1742,1,Toril District Hospital,23/06/2025,B+,PRBC,5,6,78
1743,1,Toril District Hospital,30/06/2025,B+,PRBC,7,6,79
1744,1,Toril District Hospital,07/07/2025,B+,PRBC,7,7,80
1745,1,Toril District Hospital,14/07/2025,B+,PRBC,6,7,81
1746,1,Toril District Hospital,21/07/2025,B+,PRBC,7,7,82
1747,1,Toril District Hospital,28/07/2025,B+,PRBC,6,7,83
1748,1,Toril District Hospital,04/08/2025,B+,PRBC,7,8,84
1749,1,Toril District Hospital,11/08/2025,B+,PRBC,9,8,85
1750,1,Toril District Hospital,18/08/2025,B+,PRBC,8,8,86
1751,1,Toril District Hospital,25/08/2025,B+,PRBC,9,8,87
1752,1,Toril District Hospital,01/09/2025,B+,PRBC,9,9,88
1753,1,Toril District Hospital,08/09/2025,B+,PRBC,9,9,89
1754,1,Toril District Hospital,15/09/2025,B+,PRBC,7,9,90
1755,1,Toril District Hospital,22/09/2025,B+,PRBC,7,9,91
1756,1,Toril District Hospital,29/09/2025,B+,PRBC,8,9,92
1757,1,Toril District Hospital,06/10/2025,B+,PRBC,6,10,93
1758,1,Toril District Hospital,13/10/2025,B+,PRBC,8,10,94
1759,1,Toril District Hospital,20/10/2025,B+,PRBC,7,10,95
1760,1,Toril District Hospital,27/10/2025,B+,PRBC,9,10,96
1761,1,Toril District Hospital,03/11/2025,B+,PRBC,9,11,97
1762,1,Toril District Hospital,10/11/2025,B+,PRBC,9,11,98
1763,1,Toril District Hospital,17/11/2025,B+,PRBC,7,11,99
1764,1,Toril District Hospital,24/11/2025,B+,PRBC,9,11,100
1765,1,Toril District Hospital,01/12/2025,B+,PRBC,10,12,101
1766,1,Toril District Hospital,08/12/2025,B+,PRBC,9,12,102
1767,1,Toril District Hospital,15/12/2025,B+,PRBC,8,12,103
1768,1,Toril District Hospital,22/12/2025,B+,PRBC,8,12,104
1769,1,Toril District Hospital,01/01/2024,B+,Platelet Concentrate,2,1,1
1770,1,Toril District Hospital,08/01/2024,B+,Platelet Concentrate,3,1,2
1771,1,Toril District Hospital,15/01/2024,B+,Platelet Concentrate,2,1,3
1772,1,Toril District Hospital,22/01/2024,B+,Platelet Concentrate,2,1,4
1773,1,Toril District Hospital,29/01/2024,B+,Platelet Concentrate,2,1,5
1774,1,Toril District Hospital,05/02/2024,B+,Platelet Concentrate,2,2,6
1775,1,Toril District Hospital,12/02/2024,B+,Platelet Concentrate,2,2,7
1776,1,Toril District Hospital,19/02/2024,B+,Platelet Concentrate,2,2,8
1777,1,Toril District Hospital,26/02/2024,B+,Platelet Concentrate,2,2,9
1778,1,Toril District Hospital,04/03/2024,B+,Platelet Concentrate,2,3,10
1779,1,Toril District Hospital,11/03/2024,B+,Platelet Concentrate,2,3,11
1780,1,Toril District Hospital,18/03/2024,B+,Platelet Concentrate,2,3,12
1781,1,Toril District Hospital,25/03/2024,B+,Platelet Concentrate,1,3,13
1782,1,Toril District Hospital,01/04/2024,B+,Platelet Concentrate,2,4,14
1783,1,Toril District Hospital,08/04/2024,B+,Platelet Concentrate,2,4,15
1784,1,Toril District Hospital,15/04/2024,B+,Platelet Concentrate,1,4,16
1785,1,Toril District Hospital,22/04/2024,B+,Platelet Concentrate,2,4,17
1786,1,Toril District Hospital,29/04/2024,B+,Platelet Concentrate,2,4,18
1787,1,Toril District Hospital,06/05/2024,B+,Platelet Concentrate,2,5,19
1788,1,Toril District Hospital,13/05/2024,B+,Platelet Concentrate,2,5,20
1789,1,Toril District Hospital,20/05/2024,B+,Platelet Concentrate,2,5,21
1790,1,Toril District Hospital,27/05/2024,B+,Platelet Concentrate,2,5,22
1791,1,Toril District Hospital,03/06/2024,B+,Platelet Concentrate,2,6,23
1792,1,Toril District Hospital,10/06/2024,B+,Platelet Concentrate,2,6,24
1793,1,Toril District Hospital,17/06/2024,B+,Platelet Concentrate,2,6,25
1794,1,Toril District Hospital,24/06/2024,B+,Platelet Concentrate,2,6,26
1795,1,Toril District Hospital,01/07/2024,B+,Platelet Concentrate,2,7,27
1796,1,Toril District Hospital,08/07/2024,B+,Platelet Concentrate,2,7,28
1797,1,Toril District Hospital,15/07/2024,B+,Platelet Concentrate,2,7,29
